Epoch,Image Index,Original Age Prediction,Original Gender Prediction,Adversarial Age Prediction,Adversarial Gender Prediction
302,1,[35.786873],[-2.1550496   0.45362735],[28.68332],[-0.6682403  -0.30385762]
303,0,[23.728052],[ 0.3962587 -0.5141478],[19.977488],[-0.1042911   0.19852768]
303,1,[32.060524],[-1.4809811 -1.0063747],[73.74639],[-6.8922086  1.6736176]
304,0,[22.937622],[0.5387876  0.35990465],[29.052916],[-0.20893483 -1.0211798 ]
304,1,[48.488853],[-2.925442   1.1042316],[24.22049],[-0.7372566 -0.76564  ]
305,0,[44.549297],[-2.4817486   0.18433358],[39.31431],[-1.3153981   0.29290366]
305,1,[25.167238],[-0.58622485 -0.61247677],[20.359167],[ 0.7839446  -0.00364591]
306,0,[45.580624],[-2.861329    0.80682987],[24.394066],[-0.2327299  -0.60854703]
306,1,[32.281456],[ 0.3616811  -0.39721924],[31.660698],[-0.09458528 -0.1495709 ]
307,0,[33.90011],[-0.48679262  0.20539816],[21.815231],[-0.31522208  0.48509878]
307,1,[40.258453],[-3.5287297   0.70188165],[30.749271],[-1.340855    0.48564178]
308,0,[26.657097],[-0.07805113  0.52897674],[78.85029],[-1.2365679  3.3169858]
308,1,[42.239437],[-2.0295734  0.8296323],[37.93875],[-1.6364942  1.7221787]
309,0,[34.108185],[-0.6481608   0.91080385],[25.648552],[-1.0240276  -0.37008977]
309,1,[31.467587],[-2.0167477  1.0564153],[61.97048],[-4.344553   1.8120067]
310,0,[28.912214],[-1.0868356  -0.60028917],[53.168633],[-5.072785   1.9633658]
310,1,[42.40277],[-2.818197   1.0201145],[23.260887],[ 0.9379525  -0.73216707]
311,0,[44.007008],[-3.1609197  0.2855636],[30.712017],[-1.1611296   0.31729913]
311,1,[31.947245],[-1.7865404  -0.13825363],[66.97591],[-2.24302    1.9942753]
312,0,[37.357697],[-2.1687787   0.52831036],[58.646976],[-3.8114667  1.7631875]
312,1,[35.334484],[-2.3661115  1.0681083],[23.02581],[-1.0163467 -0.7148835]
313,0,[50.603073],[-2.305192  1.923002],[25.603294],[-0.40900165  0.30402678]
313,1,[37.034863],[-3.9765959   0.49595636],[32.435127],[-0.91271555  0.7185016 ]
314,0,[43.947857],[-1.9032646   0.09741522],[76.79149],[-7.048757   2.3825307]
314,1,[40.046436],[-0.26791233  1.1441898 ],[21.030827],[0.63335174 0.31197345]
315,0,[27.671936],[-0.70482427  0.32006204],[35.119656],[-1.5971428  1.7818071]
315,1,[52.272552],[-3.9406781  -0.30117065],[22.560095],[0.10456578 0.59379077]
316,0,[29.974548],[-0.2596768  -0.36815262],[26.353998],[-0.01041345 -0.00193718]
316,1,[40.69109],[-2.1996257  -0.48611957],[53.233044],[-0.81749094  0.5819195 ]
317,0,[27.495506],[-0.87948346  0.1428342 ],[18.524015],[ 0.39174747 -0.09030236]
317,1,[34.1519],[-2.0304658  -0.10591613],[62.299736],[-5.830447  1.232461]
318,0,[41.291134],[-1.1345495  0.1267411],[23.809414],[-1.3308669  -0.51382387]
318,1,[28.531328],[-0.37809205  0.15242146],[56.385925],[-3.7771952  1.5988288]
319,0,[48.466976],[-3.3512044  0.6624347],[47.703117],[-2.4986372   0.91993827]
319,1,[46.588474],[-2.373075    0.34706134],[52.327507],[-3.975738    0.28522944]
320,0,[37.148586],[-1.846933    0.33009356],[28.727606],[-0.74893326  0.41429573]
320,1,[43.112125],[-1.4258205  -0.18140836],[67.44463],[-5.1208544  1.523936 ]
321,0,[35.0549],[-1.5783637  2.139435 ],[33.831],[-0.41651005  0.56096566]
321,1,[51.23311],[-2.296044    0.24712338],[26.917599],[-1.2870893   0.05996083]
322,0,[37.825447],[-1.5820913   0.38050073],[34.08897],[ 0.03130083 -0.16765144]
322,1,[33.492397],[-1.3591416   0.96614844],[34.261692],[-1.4318838   0.29240203]
323,0,[29.01369],[-1.0463811   0.94260806],[50.924065],[-3.7748852  -0.15460412]
323,1,[41.135117],[-1.5574461  -0.17695126],[30.094242],[-0.90037453 -0.91006047]
324,0,[38.043957],[-2.73814   -1.0230564],[58.035076],[-3.8015404  -0.72071624]
324,1,[29.478165],[-1.9661652  0.753602 ],[18.49431],[0.07960381 0.76356715]
325,0,[42.060024],[-1.9197973  0.9609001],[38.433567],[-1.2990212 -1.2089032]
325,1,[25.224585],[ 0.26667395 -0.6921504 ],[27.579086],[-2.0633569  0.0484286]
326,0,[56.99702],[-2.9674854  2.0504947],[25.153158],[ 0.09162629 -1.0136392 ]
326,1,[29.661173],[-1.5153319 -0.5338655],[52.538914],[-4.5227304  2.6490293]
327,0,[32.393402],[-0.6013836 -1.9636276],[51.505573],[-2.0993779  1.7811357]
327,1,[31.52023],[-2.0311203  1.1082352],[48.641502],[-1.3528516  0.570123 ]
328,0,[27.97055],[-0.6009356  -0.06594883],[76.66941],[-5.7962074  1.5581864]
328,1,[47.471054],[-2.9435833   0.85741717],[43.616295],[-1.2954905  1.5333791]
329,0,[26.486008],[0.26861    0.03401239],[55.560776],[-5.7635236  1.588841 ]
329,1,[32.190758],[-2.7645838   0.43953544],[25.724642],[ 0.07833865 -0.1628586 ]
330,0,[29.930765],[-0.43955708  1.562097  ],[25.620289],[-1.1457409  1.5649455]
330,1,[38.4153],[-2.5039914 -1.0563704],[62.42955],[-4.250885   2.0874774]
331,0,[27.329737],[-0.36462593 -0.25244525],[59.718353],[-4.1511474  1.7635131]
331,1,[33.180588],[-2.629733   -0.18572359],[24.539982],[ 0.34442145 -0.8621138 ]
332,0,[31.929274],[ 0.00489862 -0.7609952 ],[28.820656],[-1.9954945  1.3869293]
332,1,[31.575724],[-0.92660725  0.68648523],[74.87983],[-3.954925  2.314379]
333,0,[45.689358],[-2.395655    0.08264303],[26.309471],[-0.07695903  0.616559  ]
333,1,[37.155106],[-3.5130303  0.8530238],[35.884315],[-2.3111284  0.5834589]
334,0,[37.148384],[-2.2107198  0.6722774],[57.78219],[-2.0285568  2.0452292]
334,1,[27.719282],[-0.6379938  -0.61161643],[44.35424],[-1.1623418 -0.3513778]
335,0,[42.204807],[-2.9737096  0.7739063],[67.22318],[-5.4275813  0.9654986]
335,1,[31.476173],[-1.6190785   0.26633114],[40.740974],[-1.280856    0.44497472]
336,0,[33.448143],[-1.6053613  1.6414962],[26.185604],[-0.7581885  0.4002266]
336,1,[31.242807],[-1.4300069  -0.15289517],[32.33776],[-2.4321053  -0.02618587]
337,0,[46.11418],[-3.8614383   0.55658346],[61.63023],[-2.921881  1.155509]
337,1,[31.187088],[-1.2551658   0.78034395],[39.67031],[-1.7078608  -0.11483254]
338,0,[35.441948],[-1.3384428  -0.58279955],[70.041756],[-6.4413166  3.5930035]
338,1,[33.134464],[-2.2156377   0.17226677],[23.170534],[-1.2952607  -0.03239937]
339,0,[28.049864],[ 0.8127161 -0.6306984],[24.848467],[-0.87744653 -0.7472938 ]
339,1,[32.586254],[-1.564211   1.1817584],[70.87783],[-5.348775   0.6864037]
340,0,[31.844604],[-1.2888861   0.15439178],[57.479256],[-3.6982026  2.8744295]
340,1,[28.424622],[-0.45781815 -0.8111964 ],[23.722208],[ 0.27332014 -0.28788507]
341,0,[37.126637],[-0.9094939   0.99440867],[72.85079],[-4.930742    0.85241157]
341,1,[24.601608],[-0.29082727 -0.60230565],[23.389078],[-1.0877612 -0.770994 ]
342,0,[20.96417],[-1.1998588  -0.10183579],[42.84113],[-1.1620513 -1.2550688]
342,1,[26.87717],[-0.10496806 -0.5208923 ],[63.338158],[-4.27794   -1.1469008]
343,0,[29.788635],[ 0.08855613 -0.11930798],[68.92911],[-4.0125303  0.8836058]
343,1,[30.835672],[-2.4916255   0.28300315],[25.120188],[-1.1668859 -0.0552499]
344,0,[34.891552],[-1.9545354  0.7547143],[21.898497],[ 0.34256554 -0.12056666]
344,1,[30.925716],[-1.2428372  -0.75360537],[53.499695],[-4.459654   2.0317664]
345,0,[35.48229],[-0.67426836  1.5108781 ],[55.10082],[-3.0354016  2.6457512]
345,1,[33.175167],[-0.7833542 -0.5357695],[24.256054],[ 0.5297179 -0.6843991]
346,0,[52.9291],[-4.429517   1.3688474],[25.198605],[-0.11312889  0.4781946 ]
346,1,[35.800964],[-2.386685   -0.29530376],[70.869354],[-6.06833   2.682879]
347,0,[34.702793],[-0.12590955 -1.256987  ],[37.387886],[-1.4601597  0.6835216]
347,1,[31.613972],[-1.096764    0.06723101],[31.979021],[-1.0412512 -0.5900516]
348,0,[26.51697],[-1.8442465  0.0259359],[73.11737],[-4.7837152  -0.18983904]
348,1,[29.6835],[-1.2498194  -0.10214363],[29.893082],[0.00374235 0.08667313]
349,0,[35.417824],[-2.2323415  0.536418 ],[59.439075],[-1.5584439 -0.4744714]
349,1,[18.91662],[-0.15728547 -0.38269144],[24.43619],[0.07499401 0.31626946]
350,0,[32.353966],[-2.1742191   0.21259366],[52.058678],[-2.4451346  1.6639249]
350,1,[30.342484],[-0.30208093 -1.5585437 ],[38.472748],[-2.3319426   0.45346612]
351,0,[26.829733],[-1.1614025  0.6350997],[33.209625],[-1.1963296   0.51966196]
351,1,[35.55806],[-2.700451    0.01060869],[73.67029],[-7.247944   1.2205338]
352,0,[33.444767],[-3.607405    0.61797404],[48.501728],[-3.6437087   0.93083066]
352,1,[46.604687],[-2.3046203  -0.07740381],[54.87941],[-2.186401    0.45721632]
353,0,[34.323833],[-1.5232     1.1525346],[27.142128],[-1.0917035   0.02961837]
353,1,[29.61084],[-0.78657126  0.30844665],[62.376648],[-5.0387373   0.18916295]
354,0,[25.414795],[-1.0558715   0.28164655],[28.597376],[-0.9491941  -0.34876543]
354,1,[28.243004],[-1.1866479  0.6883649],[26.347717],[-0.23847543 -1.0060881 ]
355,0,[31.671808],[-1.6474108 -1.239711 ],[69.58088],[-5.373451   1.5286461]
355,1,[41.03103],[-2.554376  1.39167 ],[25.19814],[-0.9704472 -1.1371405]
356,0,[30.507656],[-1.6236581   0.01853406],[23.742111],[-0.08779611 -0.97365785]
356,1,[37.022903],[-2.2319329  -0.20283814],[58.58008],[-3.6746836  0.1946869]
357,0,[31.800491],[-0.97137773  0.5138042 ],[64.78348],[-4.202795  1.038069]
357,1,[26.090654],[-0.25417566 -0.27698356],[32.499023],[-0.24202426  0.37847573]
358,0,[34.744198],[-1.0217265   0.76126724],[41.72899],[-2.1081796  -0.00645357]
358,1,[46.948627],[-2.958836   3.8517334],[25.578695],[-0.834182   0.8506798]
359,0,[37.380627],[-1.9086589  0.6629956],[26.659859],[-0.54274803 -0.5931618 ]
359,1,[28.56406],[ 0.56448007 -0.2129847 ],[61.284912],[-4.6219063  1.6440367]
360,0,[34.798477],[-0.65137744 -0.58593506],[63.995796],[-5.163871   1.0596296]
360,1,[40.946632],[-0.43036097  1.9140365 ],[24.973688],[ 2.3290906 -2.941057 ]
361,0,[33.248325],[-0.32300526  0.4544779 ],[66.66267],[-4.2543917  1.3222008]
361,1,[25.728895],[-0.59907186 -0.27606905],[49.098488],[-2.3278472   0.25274158]
362,0,[31.947922],[-2.6716838  0.5460162],[35.241165],[-1.8632377 -2.9803126]
362,1,[51.447956],[-4.024933   2.8240206],[27.203367],[-0.9386958 -0.6450813]
363,0,[38.665024],[-2.2419703   0.08384567],[75.2981],[-5.683321   3.7615557]
363,1,[40.617687],[-3.561271   0.7036133],[29.463593],[ 2.0035496  -0.41220802]
364,0,[40.880375],[-0.1843503   0.01176676],[31.077871],[-0.25584698  0.38054758]
364,1,[33.375385],[-1.0339694  0.7769561],[27.613432],[-0.44620156 -0.03224249]
365,0,[25.34515],[0.49392468 0.16043262],[56.08072],[-3.6806302  1.8335931]
365,1,[30.656996],[-0.1378585 -0.6445334],[50.708904],[-2.541845   1.2863392]
366,0,[33.54093],[-1.2234504 -1.1835566],[66.92379],[-3.9419737  1.1702342]
366,1,[35.816467],[-0.91057694  0.05134365],[31.18164],[ 0.24076028 -1.6459279 ]
367,0,[23.129192],[-0.3302617 -1.0081066],[73.12654],[-6.3444653   0.84888595]
367,1,[48.24547],[-2.0670853  1.1824355],[28.092394],[-0.3551106  -0.38008898]
368,0,[32.001934],[-1.12616    -0.28485903],[74.54253],[-4.7564793  2.7225025]
368,1,[32.63542],[-1.0778723  0.119049 ],[23.866201],[0.43785113 0.15225615]
369,0,[32.511078],[-0.63422346  0.19837783],[65.12626],[-5.490157   2.7774374]
369,1,[28.977692],[-0.56236607 -0.6906374 ],[29.18658],[ 0.49166995 -0.7714983 ]
370,0,[30.859213],[-1.2352825  -0.38936532],[31.30492],[-1.3303472  0.5902563]
370,1,[35.02542],[-0.17553501 -0.4213242 ],[33.439156],[-0.10713215 -0.02949589]
371,0,[34.63783],[-1.800408   0.8433458],[58.793022],[-2.90424   2.433743]
371,1,[32.08358],[-1.1559622  -0.16645122],[31.436167],[-1.5633044  -0.20496869]
372,0,[32.69161],[-1.0474153   0.45420295],[27.38315],[ 0.14932157 -0.6537981 ]
372,1,[39.031498],[-1.6818358   0.08792855],[64.32616],[-4.9969897  2.6256707]
373,0,[27.734901],[-0.40799582 -0.74044305],[71.6114],[-7.9212503  1.8422692]
373,1,[30.331724],[-0.5522151  0.61409  ],[28.17553],[ 0.24914087 -0.5848254 ]
374,0,[42.320206],[-0.77303255  2.231697  ],[25.927067],[ 1.0950828 -1.1337159]
374,1,[27.647633],[-0.17205621  0.67366153],[30.55624],[-0.5355207 -0.2961383]
375,0,[38.45243],[-0.83910644  1.439275  ],[58.319237],[-2.8441534   0.35228163]
375,1,[22.883137],[-0.10979392  0.72548187],[55.950253],[-4.562083  -0.8508537]
376,0,[49.99408],[-3.0825357  0.9112893],[27.626005],[ 0.0541708 -0.0610656]
376,1,[41.254173],[-0.46846586  1.4092783 ],[27.940876],[-0.4190464  0.4997763]
377,0,[35.515404],[-0.6779291  -0.30739057],[26.949509],[ 0.68918365 -1.2957166 ]
377,1,[45.296272],[-3.407369    0.36370534],[26.164587],[-1.3796376 -0.2516097]
378,0,[31.932909],[-1.5705165   0.25308073],[21.180763],[ 1.3479264 -1.1650246]
378,1,[31.26815],[ 0.47278345 -0.56243354],[30.211826],[-1.1194913  1.277377 ]
379,0,[25.906734],[-1.1602575  -0.14035715],[62.96245],[-6.2472763  0.2236486]
379,1,[37.246193],[0.14727922 0.40114212],[24.916498],[1.4829087  0.86655515]
380,0,[25.663698],[-0.23208652 -0.32050008],[32.814777],[-0.77535003  0.893228  ]
380,1,[38.575256],[-2.674611  -0.3727902],[21.986568],[ 0.43926364 -0.32514477]
381,0,[32.701977],[-0.85917664 -0.08500303],[24.450357],[-2.069254 -1.205072]
381,1,[24.617819],[ 0.10077447 -1.055465  ],[67.87782],[-4.9074073  1.468287 ]
382,0,[40.00193],[-2.3461983  1.0715954],[73.7143],[-6.364112   1.7665126]
382,1,[31.16208],[-0.9977901  1.0681386],[25.441357],[-1.6404531  0.6161302]
383,0,[30.029488],[-1.4653383  1.0811919],[25.62243],[-1.2072695  -0.18890151]
383,1,[33.548466],[-1.8044556  2.2271552],[40.057785],[-1.8896867   0.35023206]
384,0,[31.048014],[-0.12959765  1.2034701 ],[27.530235],[-1.7635711 -1.3036246]
384,1,[46.82203],[-2.8415332  1.3845018],[60.33054],[-4.829624   0.7353707]
385,0,[33.876644],[-0.7567198   0.02756041],[27.031563],[-0.9509964  0.0074736]
385,1,[28.106049],[-1.3410605 -0.72335  ],[27.071861],[ 0.21029201 -1.6064615 ]
386,0,[36.753136],[-1.3266128   0.49750942],[22.247747],[-0.03642552 -0.86762816]
386,1,[30.916128],[-0.72472817 -0.03164457],[57.480854],[-4.5814214   0.26086205]
387,0,[35.59737],[-1.4939512   0.46273947],[64.579865],[-4.9092264   0.97977847]
387,1,[29.925371],[-0.6878052 -1.0554568],[23.459404],[-0.18905883 -0.72086525]
388,0,[27.20117],[-1.8701183  -0.88785803],[51.784218],[-3.2101812   0.04966991]
388,1,[32.32895],[ 0.23417908 -0.80050933],[60.234264],[-4.0931544  0.547889 ]
389,0,[30.532257],[-0.6633098  0.8206917],[52.465115],[-2.984569   -0.06196915]
389,1,[26.585684],[ 0.12332697 -0.2898453 ],[58.960136],[-3.6816576   0.04955775]
390,0,[37.133522],[-2.4352458  3.3051803],[29.131433],[-0.81261325 -1.1333575 ]
390,1,[29.705254],[-1.8935319  1.104098 ],[45.3323],[-2.2312644  -0.26272267]
391,0,[27.682358],[-0.13443516  0.34258628],[53.11249],[-0.18890725 -0.47779453]
391,1,[27.809357],[-0.78651255  0.2291734 ],[54.495594],[-2.7481823  0.7968275]
392,0,[37.67917],[-1.8010697  1.1926851],[70.238815],[-6.1030636  2.4122462]
392,1,[31.27124],[-0.8885691  0.6661951],[25.638214],[-0.54820406  0.5667123 ]
393,0,[50.55597],[-2.0874484   0.31816143],[33.483574],[-0.74405783  0.6447257 ]
393,1,[26.103764],[-0.909111   -0.03271171],[27.17225],[-0.94502664  0.30071032]
394,0,[30.06254],[-0.19870861  0.29917425],[75.16305],[-4.9934196  1.2083937]
394,1,[29.638638],[-1.9526769  0.3135649],[32.875084],[-0.56104803  0.39666438]
395,0,[44.03038],[-0.47648418  0.12245993],[61.502724],[-4.7675486  1.6644256]
395,1,[27.740496],[-1.2149198  -0.93361145],[26.742327],[-1.3173586   0.17522945]
396,0,[45.316387],[-4.4777117  0.968877 ],[62.249134],[-3.481798   1.2690951]
396,1,[35.101093],[-1.6100553 -0.7730114],[26.945684],[-1.9947947  -0.19607139]
397,0,[27.086624],[0.00052392 0.14249022],[29.602467],[-0.8954512   0.53124225]
397,1,[34.28443],[-2.3465707  1.4613596],[30.834164],[-2.2335005   0.15658037]
398,0,[31.549885],[-1.864431    0.48051727],[55.235832],[-2.4495494   0.29146892]
398,1,[36.29966],[-2.5652127  1.6202365],[21.910906],[ 0.72717845 -0.97549933]
399,0,[30.061764],[-0.957754   0.5025003],[24.02396],[-0.8310114  -0.10742085]
399,1,[34.87048],[-1.1690999  0.9896924],[35.084797],[-0.8611686 -1.5574739]
400,0,[26.645323],[-1.3485082  -0.56031865],[35.08029],[-2.1409898  1.1034276]
400,1,[30.859861],[-2.0101576   0.31612664],[29.367752],[ 0.01554735 -0.9272077 ]
401,0,[29.392054],[-0.05580413  0.06679775],[62.272655],[-3.252602   1.2255168]
401,1,[32.930206],[-0.27573293  1.59614   ],[23.844309],[ 1.5207927 -2.1266003]
402,0,[37.543198],[-0.7879702  -0.25298643],[29.501642],[-1.7142228  -0.55350965]
402,1,[26.161095],[-0.42663646  0.15032588],[36.651703],[-0.5980853   0.88786906]
403,0,[32.155025],[-1.4607975  1.129049 ],[58.102966],[-4.662262   2.5084023]
403,1,[38.958958],[-2.4748335  1.5513005],[76.51812],[-4.236995   2.2002635]
404,0,[34.967926],[-1.5048466  1.2620891],[33.49075],[-1.5976704   0.18964724]
404,1,[30.97973],[-0.6720852  0.8643747],[59.46344],[-3.9176173  2.1579127]
405,0,[34.255104],[-0.34005034 -1.462132  ],[75.09598],[-5.5702534  2.984426 ]
405,1,[32.225258],[-1.6504239  1.6812787],[27.019583],[ 0.1014159  -0.61234957]
406,0,[33.554436],[-0.42108732 -0.3765788 ],[29.045168],[0.3590055  0.36720645]
406,1,[47.469517],[-4.5864224  1.7368007],[24.135147],[ 0.22331737 -0.5449983 ]
407,0,[27.284283],[-1.8685437   0.02227996],[32.154026],[-0.04622008 -0.16016306]
407,1,[42.597225],[-1.0894822  0.5255086],[31.032148],[-0.9805646  -0.28302795]
408,0,[35.129414],[-2.070242 -0.183035],[24.655676],[-0.7873454  0.5303703]
408,1,[31.475971],[-1.5230286  0.9026515],[26.803394],[-1.1506187   0.67583334]
409,0,[42.00889],[-2.8086653  -0.02393316],[25.112692],[-0.8193042   0.23735355]
409,1,[32.080162],[-1.3729439  -0.16991013],[35.367573],[-1.8900439  1.3934283]
410,0,[37.131546],[-1.5042415  0.877371 ],[65.18349],[-3.5985656  1.1418965]
410,1,[37.735214],[-1.8673509 -0.7120437],[27.935522],[-0.25146365 -0.0183944 ]
411,0,[34.23681],[-2.0756173  1.355861 ],[64.73967],[-3.7236168  1.8872733]
411,1,[35.835213],[-1.2635666  0.7408408],[29.595951],[-1.6449407  -0.33101904]
412,0,[33.4569],[-1.6585492   0.30115575],[36.868755],[-1.4753182  1.7789775]
412,1,[38.489754],[-2.627853   1.1033307],[59.411434],[-2.640256   1.9362261]
413,0,[38.729588],[-2.733625    0.54260236],[42.649044],[-2.0566182  -0.84408396]
413,1,[35.89165],[-2.2063556   0.45261687],[64.882484],[-4.261756    0.35593277]
414,0,[36.450573],[-1.9965845  0.3682673],[29.324972],[-1.1881125   0.11572717]
414,1,[39.183296],[-1.8958479  -0.36349857],[28.510855],[ 0.37743855 -0.65914446]
415,0,[31.162405],[-0.8124081 -0.741729 ],[50.85647],[-2.6501055  3.6421027]
415,1,[33.978428],[-0.06126626 -0.06329411],[55.138153],[-1.739798    0.28642708]
416,0,[25.433928],[-0.6137401  -0.20504832],[63.797287],[-3.3295262   0.38479805]
416,1,[29.892212],[-0.77375907  0.38846242],[59.864693],[-3.2276993  1.0714622]
417,0,[28.330631],[-1.477436   0.8007946],[51.953667],[-3.6282134   0.84358233]
417,1,[38.080025],[-2.841398    0.41191393],[24.170864],[-0.11330186  0.26174164]
418,0,[41.270294],[-3.1729298   0.45519638],[26.835682],[ 0.99797297 -1.082273  ]
418,1,[27.237198],[-0.79478943  0.8031605 ],[71.18879],[-4.3874283  1.1578014]
419,0,[42.999393],[-1.4657345  0.4834028],[30.224266],[-0.6344949  2.0257638]
419,1,[29.686602],[-0.98811305  0.20217367],[62.594624],[-5.694433  3.455694]
420,0,[29.376923],[-1.003781    0.78379536],[26.173567],[ 0.04334249 -0.371297  ]
420,1,[42.640026],[-2.6505277  -0.24399076],[27.969042],[-0.46125495 -0.37844828]
421,0,[26.350588],[-0.80885375 -0.11410902],[68.65968],[-4.645917  1.47579 ]
421,1,[38.42209],[-1.0094609  0.8947955],[18.071447],[ 2.6660643 -0.6871856]
422,0,[32.45735],[-0.96436477  0.6687322 ],[59.87963],[-1.5502847   0.40875393]
422,1,[30.369417],[-0.95445776  0.06991728],[46.154934],[-1.2556219  1.7986102]
423,0,[48.08558],[-3.4696677  1.1496743],[20.989288],[-0.48074383 -0.48335832]
423,1,[31.629644],[-0.7272514  1.3002355],[27.297016],[-1.3551205 -0.6648004]
424,0,[35.441193],[-0.49483407  0.06776236],[43.081753],[-2.31775    -0.18713681]
424,1,[32.69124],[-1.794309    0.08815832],[55.078575],[-3.562366   1.2982385]
425,0,[29.61935],[-2.507925    0.37300688],[60.02539],[-4.5631175  2.3607156]
425,1,[29.776253],[-0.41098797  0.22287618],[25.670788],[-1.015733   1.4994006]
426,0,[27.58093],[-0.10301737  0.33293056],[24.51036],[-0.16508634  0.3704726 ]
426,1,[28.567024],[0.33837008 0.15923904],[61.84252],[-2.3953152 -1.1935858]
427,0,[39.8864],[-1.2287192  0.4365806],[24.042294],[-0.08234118 -1.0157235 ]
427,1,[44.53807],[-2.370388   -0.02478562],[33.675823],[-1.4024316  1.104573 ]
428,0,[35.27635],[-1.0673585  0.6126545],[28.098013],[-1.1131324 -0.9927492]
428,1,[28.782318],[-0.17402275  0.57375544],[27.38039],[-0.81010866 -1.3060423 ]
429,0,[37.031116],[-3.066221   1.6231768],[16.403812],[-0.32754225  0.6255099 ]
429,1,[25.633118],[-1.0561869  0.4378339],[60.56968],[-4.053526   2.3436925]
430,0,[27.754406],[-0.6612957   0.18585421],[28.685709],[-0.38405085 -0.08174187]
430,1,[44.918457],[-3.334634   -0.27576518],[34.866264],[-0.67102724  1.0798879 ]
431,0,[44.21995],[-2.657747    0.01122171],[28.304369],[-0.36815    -0.95650274]
431,1,[30.22736],[-0.9895346 -1.0549278],[29.59753],[-1.620181   -0.01448581]
432,0,[35.818436],[-2.6177738   0.37473357],[67.63079],[-4.532008  2.396028]
432,1,[28.671532],[-0.8577794 -0.901023 ],[19.465523],[-0.66025525  0.07063752]
433,0,[36.359215],[-2.0018864   0.22007982],[27.721186],[0.00914256 1.0403068 ]
433,1,[60.367695],[-3.6692376  1.3569975],[73.39345],[-5.2831764   0.93947345]
434,0,[28.807575],[-0.54829586  1.9509909 ],[27.355955],[-1.9963936  -0.00860779]
434,1,[35.15066],[-1.4281394   0.75760293],[58.857944],[-3.5461388   0.25301176]
435,0,[32.29507],[-0.16274752 -0.39208758],[25.076797],[-1.1248499 -0.9919934]
435,1,[60.207237],[-4.633464   1.9168978],[25.167593],[-1.3783076   0.81346476]
436,0,[29.357183],[-1.1381061  0.8847161],[58.17381],[-3.4726706  1.4509141]
436,1,[37.239162],[-2.450823    0.39587444],[41.025555],[-3.5074415  0.8192199]
437,0,[36.4983],[-1.2965118  0.4667763],[64.919014],[-5.152044   0.7170208]
437,1,[36.58545],[-1.8808473  -0.11504999],[28.816677],[ 0.41499215 -0.42108166]
438,0,[30.951986],[-0.6744456  -0.14562562],[30.283058],[-1.2578654  -0.44953483]
438,1,[28.993355],[-2.473837  -0.1756444],[36.584965],[-1.9897915   0.47480857]
439,0,[39.857555],[-2.551168   1.5408903],[34.719337],[-1.7209188  1.3372436]
439,1,[29.969412],[-0.610974  0.366018],[55.826473],[-3.909554  1.964041]
440,0,[38.50128],[-1.7740836  0.9839929],[24.719604],[-0.1596318   0.33027673]
440,1,[32.58289],[-1.460887   -0.76501954],[29.715565],[-0.95167196  0.9455537 ]
441,0,[34.833344],[-1.7658623   0.46301502],[28.09655],[0.40018785 0.48378366]
441,1,[33.33368],[-1.8606373  0.9880052],[38.228783],[-1.1454955   0.69660527]
442,0,[24.958641],[-1.4437133   0.15598096],[50.81909],[-4.2264295  2.6478515]
442,1,[34.96759],[-0.3949179  -0.09964503],[23.470146],[ 0.30875823 -0.09187751]
443,0,[30.631924],[-0.3875836   0.69195235],[26.008787],[-0.55612403 -0.38904247]
443,1,[39.795063],[-2.4597664   0.25041932],[56.953625],[-4.3816423  -0.29849142]
444,0,[29.532593],[-0.91916454 -0.09797002],[22.455273],[-0.30519432 -0.18006155]
444,1,[27.423038],[-1.1558595   0.53725475],[55.1943],[-3.7917707 -0.2083183]
445,0,[37.265568],[-2.0309532  0.7244667],[48.97018],[-2.9545772  2.0236187]
445,1,[25.236809],[ 0.08308807 -0.22299382],[48.06349],[-1.7421162  1.3102431]
446,0,[49.415245],[-4.0278196 -0.7627209],[31.583244],[-0.23383509 -0.13814431]
446,1,[28.990465],[-1.0282949   0.28960454],[30.642708],[-1.2542692  0.3372094]
447,0,[34.255848],[-0.85365176  0.4150867 ],[22.536049],[ 0.4584942 -0.5667043]
447,1,[30.82144],[-1.456051    0.53734607],[63.560413],[-4.5959015  1.1610959]
448,0,[34.56682],[-2.0562027   0.42666203],[25.871271],[-1.6341673 -0.6377413]
448,1,[41.90189],[-3.1848862  1.7341816],[33.555237],[-0.9704218   0.79972464]
449,0,[47.256233],[-1.95493   1.508014],[27.287527],[-0.8949821  -0.01672716]
449,1,[42.976208],[-2.933915   1.6517446],[28.80483],[-1.5501931  0.3099804]
450,0,[45.61661],[-1.8755289  -0.52601093],[66.586136],[-4.7556157  0.8649842]
450,1,[30.331081],[-1.2313248   0.00321333],[24.285408],[-0.25574118 -0.57359797]
451,0,[37.366344],[-1.6089913   0.18512897],[27.51086],[-0.34972572 -0.02304851]
451,1,[23.14849],[-0.14933245  0.1908712 ],[72.12729],[-3.8907204  1.8781712]
452,0,[28.473137],[-1.1651639 -0.7123135],[63.726627],[-5.5068903   0.92926866]
452,1,[29.304842],[-0.7434129  0.1720721],[21.97556],[-0.08563511 -2.1844342 ]
453,0,[33.51317],[-1.9796335  -0.03933626],[68.7842],[-4.9390574  1.8798721]
453,1,[35.941544],[-0.9173995  0.9427311],[26.132856],[-0.76660645 -0.0871508 ]
