Epoch,Image Index,Original Age Prediction,Original Gender Prediction,Noisy Age Prediction,Noisy Gender Prediction,Rotation Age Prediction,Rotation Gender Prediction,Brightness Age Prediction,Brightness Gender Prediction,Contrast Age Prediction,Contrast Gender Prediction
270,1,[37.73785],[-1.5371644   0.47469825],[37.638306],[-1.628642    0.50501853],[31.296822],[-1.1413549   0.24004115],[37.009464],[-1.3294308   0.22840501],[36.839664],[-1.3414413  0.2519039]
270,2,[30.752594],[-1.1169279   0.21727242],[27.158916],[-0.61171144  0.01698755],[34.72656],[-1.570846   0.4105906],[36.884804],[-1.3361624   0.33026844],[36.878223],[-1.3163223   0.29523826]
270,3,[24.938147],[-0.28689378 -0.25695997],[22.634636],[-0.09918071 -0.3834312 ],[37.041534],[-1.5364257  0.5162917],[32.806656],[-1.0400198   0.12835981],[33.912388],[-1.1125696   0.14772464]
271,0,[36.974815],[-1.3963239   0.22594263],[31.755463],[-1.1056027   0.07695241],[33.76452],[-1.20201     0.18409957],[43.040073],[-1.8170513  0.3853714],[39.21521],[-1.5453374   0.27952486]
271,1,[37.10728],[-1.4383767   0.17321078],[35.688843],[-1.5232632  0.2888602],[40.45567],[-1.7741516  0.4718125],[43.12362],[-2.0706043  0.50358  ],[44.645317],[-2.1262395   0.46264774]
271,2,[33.21295],[-1.134267    0.11941846],[32.68357],[-1.0891178   0.14566995],[31.352211],[-0.99738705 -0.0109978 ],[33.863094],[-1.0018945   0.09476586],[34.4362],[-1.0803804   0.13542436]
271,3,[44.039486],[-2.4692025  1.127232 ],[37.200764],[-1.819389    0.72165495],[38.766193],[-1.9845451   0.77148634],[42.516224],[-1.9356438   0.52543396],[40.0178],[-1.8012035   0.51773757]
272,0,[34.409878],[-1.1745737   0.31013876],[33.65014],[-1.405568   0.4404171],[38.04784],[-1.7489741  0.4907444],[35.39776],[-1.2734265   0.30716026],[35.418446],[-1.2753416   0.29198086]
272,1,[44.609146],[-2.3606808  0.7933144],[43.32556],[-2.2060506   0.73806363],[34.951847],[-1.4138007  0.3229993],[38.53054],[-1.5005884   0.32631516],[39.402668],[-1.6315259  0.3955564]
272,2,[37.052586],[-1.3335346   0.30142778],[39.3303],[-1.6343478  0.4910274],[40.785706],[-2.0152109  0.611362 ],[50.56141],[-2.6226752   0.74561954],[52.999813],[-2.839297   0.8729214]
272,3,[33.20543],[-1.2696227   0.29214346],[32.048733],[-1.3363546   0.37027586],[34.293316],[-1.472567   0.3043658],[35.659977],[-1.4088006  0.3832062],[36.615868],[-1.4083176  0.3418733]
273,0,[36.2039],[-1.6473083   0.43817002],[38.267822],[-1.9451364   0.69568324],[35.796097],[-1.5201591   0.25281316],[36.969234],[-1.5159744  0.3759185],[37.219833],[-1.5771481   0.43023533]
273,1,[34.86596],[-1.3613337   0.29841095],[31.497036],[-0.9200753   0.14647318],[37.103897],[-1.7159336   0.53377795],[39.513813],[-1.3618655   0.18475579],[38.440517],[-1.2749579   0.17842083]
273,2,[30.626165],[-1.221857    0.16656809],[30.801367],[-1.3022888   0.21408574],[40.255062],[-2.0116873   0.54504156],[32.640366],[-1.2427503  0.1949497],[32.19532],[-1.1932161   0.15656836]
273,3,[34.840057],[-1.4911127   0.45268005],[35.187958],[-1.5597872  0.6233464],[40.449802],[-1.8279713   0.61569285],[36.612865],[-1.4456772   0.43918353],[35.896084],[-1.2342924   0.29822236]
274,0,[32.274826],[-0.9920629   0.15718539],[31.427855],[-1.0993775   0.17373629],[34.922096],[-1.3029292   0.37606335],[34.879246],[-1.3353145   0.33041716],[34.954468],[-1.2911069  0.2732746]
274,1,[53.736843],[-2.9911144  0.8841856],[41.007492],[-2.0347211   0.71776766],[31.657919],[-1.0369266   0.22007187],[43.250626],[-2.064125    0.53438306],[46.644733],[-2.4286137  0.7234215]
274,2,[41.878563],[-2.3105505   0.79037243],[40.646847],[-2.315157   0.9070901],[38.889492],[-1.8784004  0.6891956],[37.477272],[-1.6844214  0.5462323],[38.638405],[-1.7864493  0.557175 ]
274,3,[35.91651],[-1.3784047   0.12837876],[37.281807],[-1.5956882   0.43605506],[31.783905],[-1.2514488   0.21496163],[51.245712],[-2.5892305  0.6716008],[52.815773],[-2.772511    0.72315735]
275,0,[30.726469],[-1.1188346  0.176573 ],[33.881653],[-1.3830165   0.43993646],[36.183193],[-1.8988427  0.6752412],[35.05795],[-1.3070005   0.32936257],[33.269043],[-1.1322492  0.2514016]
275,1,[31.49745],[-0.8341663   0.10430257],[33.175125],[-1.1237814   0.20083521],[33.329285],[-0.88930154  0.11463268],[34.015118],[-1.0430413   0.10720135],[34.836594],[-1.0698452   0.04237373]
275,2,[40.1789],[-1.9876989  0.7774299],[37.160408],[-1.8379818   0.81584305],[41.858795],[-2.0858393   0.75052434],[44.664707],[-2.2272482  0.7801518],[37.794254],[-1.6087418  0.492333 ]
275,3,[40.178196],[-2.2183547  0.9054257],[39.10248],[-1.9993993  0.7938931],[35.899532],[-1.5433435  0.4161424],[35.792404],[-1.0652453  0.1284888],[34.611126],[-0.9335418   0.07283224]
276,0,[27.920378],[-0.84910715 -0.05898605],[29.291615],[-0.9513657   0.05067222],[37.9674],[-1.6451169  0.3982936],[34.721436],[-1.2901877  0.2547186],[34.705414],[-1.307312   0.2580645]
276,1,[50.66318],[-3.0885468  1.2999064],[48.26402],[-2.9531677  1.3130655],[31.348293],[-1.1457924   0.23206817],[35.687435],[-1.4517765  0.4168343],[35.431763],[-1.3616335   0.33840108]
276,2,[48.14808],[-2.6454864  0.7513174],[44.265907],[-2.379342   0.7061647],[34.131622],[-1.273398  0.32699 ],[43.34249],[-1.9588641   0.37850147],[42.273506],[-1.8692957   0.31425327]
276,3,[27.702131],[-0.6595563 -0.01296  ],[23.774515],[-0.10523139 -0.36379063],[39.744762],[-1.965926   0.6749088],[31.892181],[-1.0459298   0.12161656],[32.197742],[-1.0989486   0.16729866]
277,0,[38.304287],[-1.9015964   0.71128196],[38.126827],[-1.9152302  0.6989106],[33.250908],[-1.3917915   0.16299336],[36.703983],[-1.5642544   0.44326264],[36.105682],[-1.4937425   0.40453452]
277,1,[37.3097],[-1.6172779  0.5116351],[37.12055],[-1.7299501   0.47536558],[39.849327],[-2.214854    0.82920897],[37.54269],[-1.5768851   0.54469967],[36.903915],[-1.5101029  0.5131092]
277,2,[49.81641],[-2.6580553  0.8691996],[44.9217],[-2.436299   0.8586162],[36.569454],[-1.8501652  0.5984157],[38.09078],[-1.3894155   0.41048682],[40.26585],[-1.6602736  0.5279499]
277,3,[34.36789],[-1.487486    0.35083634],[31.270748],[-1.2603506  0.2573505],[37.108894],[-1.5870136  0.4705851],[38.36464],[-1.6596888   0.53932005],[38.086433],[-1.6242473  0.4891386]
278,0,[38.442284],[-1.7304915   0.49751252],[38.2905],[-1.743168   0.5582847],[31.819569],[-1.1278913   0.15001161],[37.4791],[-1.3009259  0.260482 ],[38.88999],[-1.4996943   0.32821727]
278,1,[25.500572],[-0.41808355 -0.21638191],[26.605864],[-0.5373286  -0.10000479],[35.832],[-1.5161225   0.37691963],[35.03646],[-1.1261564   0.14723451],[35.74241],[-1.132456    0.08687951]
278,2,[30.337723],[-1.0022482   0.24923284],[28.848745],[-0.840763    0.15102683],[30.948082],[-1.0163732   0.17305477],[37.89264],[-1.3386551   0.10559143],[36.504116],[-1.1787237  0.021275 ]
278,3,[44.58937],[-2.436174    0.85965127],[42.19007],[-2.1946657   0.79812545],[38.42782],[-1.7052814   0.55070144],[40.004086],[-1.7559432  0.4354701],[38.665318],[-1.6721822   0.41894692]
279,0,[29.245932],[-1.1848209   0.26826215],[28.713228],[-0.98357856  0.24808376],[37.613094],[-1.8309163  0.6338749],[30.105349],[-0.982147    0.06260176],[32.065224],[-1.1076968   0.16552164]
279,1,[33.245216],[-1.1900082   0.18302037],[31.95367],[-1.135551    0.17326282],[37.90481],[-1.8210565  0.6303069],[35.844074],[-1.0974761  0.1367506],[35.941998],[-1.0572832  0.0733048]
279,2,[49.893856],[-3.048812   1.0476239],[43.105907],[-2.689718   1.0296134],[39.022846],[-1.7606751  0.4538136],[37.097195],[-1.5593978   0.39452082],[38.161633],[-1.6455219   0.39545268]
279,3,[33.547134],[-1.2164382   0.41655076],[33.30175],[-1.4433703  0.4818108],[37.871395],[-1.4648126   0.29458004],[36.85576],[-1.5567584   0.42317748],[37.56913],[-1.6058421   0.42005372]
280,0,[43.259846],[-1.8607522  0.3550467],[43.199364],[-2.064844    0.56694895],[33.15474],[-1.0365763   0.07778361],[44.668724],[-2.082057    0.44528806],[45.988503],[-2.1854014   0.51100576]
280,1,[38.69482],[-1.9899486   0.76593405],[38.55557],[-1.8866781  0.7227129],[37.336803],[-1.7747247  0.6935087],[35.294537],[-1.2228577   0.18545432],[35.11551],[-1.1707122   0.13584714]
280,2,[36.372932],[-1.6358315  0.5470389],[34.83225],[-1.4693793  0.3688683],[36.190083],[-1.6189666   0.54133826],[36.469524],[-1.3286788   0.33793336],[35.370743],[-1.2187418   0.21617769]
280,3,[30.565119],[-1.1353527   0.22554906],[29.501389],[-0.97475505  0.16372614],[38.896526],[-2.1122465  0.7499912],[43.343594],[-2.2266886   0.66984063],[41.841656],[-2.1379101  0.5819017]
281,0,[36.01371],[-1.3809452   0.28466886],[32.026634],[-1.0707036   0.25879508],[32.073006],[-1.2539082   0.20201541],[34.18044],[-1.014006    0.13083734],[34.44398],[-1.059915   0.1179073]
281,1,[36.002407],[-1.7392694  0.56589  ],[38.66247],[-2.0189137   0.67401713],[30.239578],[-0.9552667   0.17884277],[36.333504],[-1.5861372  0.4183023],[36.537548],[-1.6513743   0.48234987]
281,2,[39.707993],[-2.061796   0.7559654],[37.167515],[-1.8274995  0.669267 ],[36.468353],[-1.75054    0.4772967],[35.181206],[-1.2509677   0.15075977],[36.14795],[-1.3361318  0.1983862]
281,3,[22.61111],[ 0.19680041 -0.66693026],[23.586903],[-0.0315358 -0.5211362],[37.947517],[-1.3028      0.05157086],[33.069836],[-0.95302165  0.01703653],[33.013382],[-0.8992131  -0.00694118]
282,0,[35.572327],[-1.530507    0.44216675],[35.245033],[-1.5661634  0.5294637],[36.41308],[-1.7495998   0.65325284],[37.100464],[-1.5744256   0.45600408],[37.583565],[-1.5658817   0.42162746]
282,1,[36.73742],[-1.4891351  0.2828284],[28.515295],[-0.8337972   0.12749426],[37.75902],[-1.5865406   0.43410546],[45.12047],[-2.2310364  0.6092309],[42.618267],[-2.0553663   0.51102406]
282,2,[25.232311],[-0.51255405 -0.1546042 ],[33.027107],[-1.4236394   0.41297585],[35.55718],[-1.6754469   0.50369036],[31.310112],[-1.0518154   0.14697789],[31.036917],[-1.0201392  0.1474077]
282,3,[53.076916],[-3.200083   1.2242764],[56.80451],[-3.618477   1.3038962],[36.659],[-1.5600456   0.36297154],[45.59672],[-2.1463184   0.59671867],[44.528725],[-2.0708683  0.5861015]
283,0,[24.759232],[-0.3197196  -0.30996537],[25.189032],[-0.2796867 -0.2685724],[30.976486],[-0.78082067  0.01016431],[33.015656],[-1.1992971   0.27618587],[29.643972],[-0.8675029   0.14846854]
283,1,[44.858673],[-2.484179    0.83008975],[44.275333],[-2.6010082  0.960241 ],[46.059875],[-2.4925494  0.7755545],[40.105286],[-1.8724476  0.5186345],[41.63809],[-1.9894553   0.56228095]
283,2,[22.904526],[-0.04579812 -0.4909386 ],[22.47738],[ 0.06086746 -0.4245847 ],[33.376762],[-1.217882    0.17176886],[36.13055],[-1.2906067  0.3102007],[35.298298],[-1.2330589   0.30013287]
283,3,[34.556667],[-1.5387492   0.48100126],[35.92537],[-1.823795    0.65682524],[35.258606],[-1.46226    0.4538319],[38.497612],[-1.9333512  0.7094504],[36.52075],[-1.7030281  0.543385 ]
284,0,[36.890377],[-1.7681688  0.7441914],[36.40555],[-1.8105525  0.6839041],[33.228516],[-1.5780349  0.5413452],[38.010185],[-1.6795564   0.62514836],[37.224304],[-1.5691496  0.5329599]
284,1,[30.6817],[-0.93470764  0.327161  ],[32.5679],[-1.2817329   0.40351474],[35.400894],[-1.5142888   0.47184628],[33.98379],[-0.9530113   0.00415789],[33.234467],[-0.8488139 -0.0649736]
284,2,[45.721294],[-2.2466216   0.70563966],[46.235405],[-2.4625282  0.8327928],[37.344048],[-1.6983324   0.52435446],[50.549824],[-2.632503   0.7569866],[48.066475],[-2.401136   0.6716881]
284,3,[42.812572],[-2.4698534  0.9014103],[43.981216],[-2.496821   1.0237737],[41.37805],[-2.3394203  1.0034257],[35.19523],[-1.4896753   0.28114134],[35.949436],[-1.526692   0.2552439]
285,0,[33.600487],[-1.3826869   0.39096028],[32.792873],[-1.4545807  0.4389661],[35.947872],[-1.4712254   0.42936015],[36.253128],[-1.6223689  0.4970839],[34.489613],[-1.3970865   0.35224885]
285,1,[21.141712],[ 0.159674  -0.6161847],[19.97173],[ 0.3199098 -0.6363032],[35.86971],[-1.5194595   0.44372052],[30.649971],[-0.9745716   0.03958385],[31.290512],[-0.98345184  0.03881629]
285,2,[35.087643],[-1.5646384   0.48936146],[30.684626],[-1.1449906  0.2659123],[35.596394],[-1.6270474  0.5406062],[36.059593],[-1.4820365  0.4181943],[34.4592],[-1.3117048  0.3523016]
285,3,[46.42033],[-2.399621    0.74162763],[39.461273],[-1.8852147   0.61903316],[37.434723],[-1.6428455   0.39577305],[29.196371],[-0.74751    -0.03117774],[31.825005],[-0.93804073  0.08225881]
286,0,[32.995266],[-1.4742876   0.37328166],[32.91448],[-1.5174775   0.35088235],[42.809444],[-2.4742792  0.9442856],[42.912964],[-1.9088596   0.43304092],[39.304928],[-1.5780112   0.29374796]
286,1,[35.05046],[-1.4063146  0.4939701],[29.079369],[-0.6096692   0.03689393],[33.81256],[-1.1043632   0.23933785],[34.484287],[-0.9804288   0.23334865],[34.262238],[-1.0133976   0.27188534]
286,2,[51.23431],[-2.6452782   0.89059836],[53.56814],[-2.9821115  0.9699443],[36.162968],[-1.6853031   0.56595427],[53.85965],[-2.6587124  0.6963157],[54.524727],[-2.7804933  0.7671411]
286,3,[32.204414],[-1.2694054  0.2897783],[31.009266],[-1.2430184   0.26124638],[35.578865],[-1.5381064   0.45773512],[33.83387],[-1.3072543   0.19662513],[34.578484],[-1.3303602   0.23611934]
287,0,[43.65345],[-2.093638    0.67139846],[37.390762],[-1.503878    0.35678965],[43.49325],[-2.2709088  0.7621053],[41.650425],[-1.7497438  0.3921731],[37.09311],[-1.2542278   0.23359515]
287,1,[33.03281],[-1.2374383  0.2597258],[31.981548],[-1.1460018   0.22477935],[31.656237],[-1.1983124   0.18980755],[32.97509],[-1.0096567   0.11726584],[32.395233],[-0.94899523  0.10221539]
287,2,[30.352829],[-0.87358415 -0.01280139],[27.917152],[-0.6596904  -0.07033201],[33.57125],[-1.1220666  0.1970547],[37.49986],[-1.5568675   0.38445252],[37.530453],[-1.4702858  0.2973193]
287,3,[39.019844],[-1.7991493   0.55128247],[34.33985],[-1.4839039   0.48971522],[39.63507],[-2.031978    0.76606506],[37.40324],[-1.3792008   0.24798678],[38.78293],[-1.489249    0.27332884]
288,0,[32.53853],[-1.260778    0.17532428],[33.784084],[-1.5376679   0.37120754],[39.72233],[-1.9835421   0.65753144],[34.39702],[-1.1285924   0.17198779],[34.52908],[-1.10204     0.11042799]
288,1,[18.955843],[ 0.328076  -0.8250452],[19.339241],[ 0.19746484 -0.7378276 ],[35.22473],[-1.3890675   0.22389145],[26.943758],[-0.5537491 -0.1372869],[24.78131],[-0.32468122 -0.27245152]
288,2,[33.810173],[-1.3906709   0.39898443],[35.29961],[-1.7102085  0.646753 ],[38.43002],[-1.7923411   0.60686475],[36.084637],[-1.5464367  0.5060411],[35.823288],[-1.4676962  0.4729777]
288,3,[44.027878],[-2.0857048  0.6787273],[44.853653],[-2.220295   0.7417188],[32.553696],[-1.0921875   0.19967188],[42.230507],[-1.7667402   0.37959653],[44.161644],[-1.9758562  0.4589548]
289,0,[44.104755],[-2.0804994  0.5808118],[43.835114],[-2.240444   0.7271584],[44.443073],[-2.1783502  0.6281467],[38.86437],[-1.5669836   0.44590318],[39.790035],[-1.6398503  0.4561544]
289,1,[41.17372],[-2.0802934   0.68662137],[38.580963],[-1.9473244  0.6689797],[36.616676],[-1.6975642  0.6323898],[36.73514],[-1.6344893   0.38449794],[41.909836],[-2.034429   0.5766842]
289,2,[32.90341],[-1.2662299  0.3918469],[30.951687],[-1.1673317   0.28941697],[36.167675],[-1.5817631  0.5346874],[33.999775],[-1.0097296   0.06749153],[33.790977],[-0.9363507   0.00174072]
289,3,[38.214615],[-1.7308041  0.5517804],[39.926163],[-2.032282   0.7843367],[35.96405],[-1.5415031   0.44226992],[37.234623],[-1.723178   0.5161304],[34.707405],[-1.3747963   0.34743768]
290,0,[34.098415],[-1.3171313  0.2654088],[35.157116],[-1.4012555   0.34764963],[30.939869],[-1.1078018   0.24267615],[41.85988],[-1.8762628   0.45972705],[42.098797],[-1.8929487   0.48327184]
290,1,[43.838776],[-2.3697367  0.8547264],[39.678215],[-2.0074346   0.77239233],[35.950565],[-1.61614     0.46625483],[38.763176],[-1.7377875  0.5149911],[37.630276],[-1.6341442   0.47828472]
290,2,[30.419952],[-0.9773941   0.10975085],[30.008417],[-1.062274    0.14620776],[33.393955],[-1.1645261   0.18991281],[36.143364],[-1.3900789   0.25850624],[35.83635],[-1.2427042   0.15375592]
290,3,[25.92133],[-0.56351894 -0.13695917],[23.514912],[-0.21986614 -0.32918334],[33.90052],[-1.2374103  0.2635237],[34.017014],[-1.2226809   0.25618076],[37.2807],[-1.494054  0.413283]
291,0,[31.03291],[-1.0992918   0.15797652],[31.104624],[-1.1034617   0.12395154],[35.60248],[-1.4887944   0.25618005],[35.87316],[-1.2357262  0.4579987],[38.74505],[-1.5390606  0.5853975]
291,1,[30.74691],[-0.9211832   0.03115137],[30.300293],[-1.1222099   0.14838697],[30.550863],[-1.0860779   0.18453859],[37.224182],[-1.6048952   0.25713503],[35.692646],[-1.4768404   0.23760094]
291,2,[35.537865],[-1.7995363   0.65996057],[37.74803],[-2.0517051  0.8568005],[34.32879],[-1.4822527   0.52570647],[34.327168],[-1.1142983   0.13236658],[33.923817],[-1.0150808   0.07083935]
291,3,[37.36355],[-1.8137122  0.4487806],[33.949173],[-1.4632655  0.3470462],[32.325455],[-1.1884125   0.21286346],[33.596035],[-1.175298   0.1871088],[35.400024],[-1.2686406   0.23932882]
292,0,[35.946735],[-1.5241857  0.474523 ],[35.079914],[-1.4957118   0.46218097],[33.062286],[-1.4061327   0.40510386],[34.56991],[-1.2835892   0.29413998],[34.577934],[-1.2860574   0.30615813]
292,1,[31.971613],[-1.1952642   0.10706429],[31.795115],[-1.2600458   0.12516321],[32.971943],[-1.2710639   0.30547917],[33.597298],[-1.1214111   0.23113789],[33.870308],[-1.1152672   0.23344855]
292,2,[46.079185],[-2.670264   0.9340858],[41.339115],[-2.2667053  0.7221875],[35.388588],[-1.5679872   0.55629593],[35.704636],[-1.4033433   0.34531248],[35.93429],[-1.4616536  0.3764065]
292,3,[32.267334],[-1.1929326   0.18393262],[30.725456],[-1.1137269   0.19600601],[31.079813],[-1.0855167   0.16627644],[35.10195],[-1.3214724  0.271587 ],[34.946453],[-1.2996211  0.276093 ]
293,0,[42.324947],[-2.5852084  1.004794 ],[43.58873],[-2.7833238  1.1884568],[35.83975],[-1.6911501  0.63398  ],[34.790657],[-1.179037    0.20246668],[34.75731],[-1.2554635   0.23699228]
293,1,[39.08549],[-1.8041329   0.51227206],[38.186794],[-1.8561112   0.53100437],[33.162186],[-1.2761531   0.20509233],[43.748837],[-2.1279123   0.61501116],[42.046455],[-1.9702295   0.52431643]
293,2,[30.8657],[-9.185566e-01  8.831918e-05],[32.47483],[-1.0912528   0.11876093],[24.939276],[-0.3706149  -0.24938492],[34.477497],[-1.2063605  0.1412984],[34.226074],[-1.1587032   0.08934279]
293,3,[36.777397],[-1.4331241   0.50331175],[34.75524],[-1.459262    0.47116816],[40.053143],[-1.8409542  0.5711959],[44.01598],[-2.13481    0.7069327],[44.149704],[-2.138       0.71895903]
294,0,[30.327816],[-0.98955524  0.15078495],[29.929462],[-0.9908143  0.2226355],[38.142227],[-1.7567717  0.6060445],[26.507133],[-0.38130844 -0.2765412 ],[30.240072],[-0.8818294  -0.05608148]
294,1,[35.598385],[-1.6180207   0.48007137],[28.96756],[-1.1745673   0.24662979],[32.345364],[-1.23264   0.275011],[40.054546],[-1.8069386   0.48571283],[39.599075],[-1.7933646  0.4778288]
294,2,[32.04329],[-0.9410999   0.10834192],[35.400692],[-1.4056814   0.37046254],[38.23586],[-1.7770767   0.54735696],[35.797974],[-1.1164762   0.08933215],[36.155827],[-1.1385219   0.11821096]
294,3,[45.210976],[-2.021749    0.42468262],[38.937023],[-1.5269281   0.38408333],[42.260365],[-1.6120576   0.36409992],[48.58525],[-2.244627    0.59043694],[48.766167],[-2.1828864   0.52947176]
295,0,[31.639317],[-1.1203387  0.1524768],[31.318892],[-1.1135111  0.286556 ],[37.41786],[-1.6180289   0.45296127],[33.852013],[-1.3005362  0.3180648],[33.595215],[-1.292142    0.33728075]
295,1,[32.383915],[-1.1321114   0.24181254],[32.732597],[-1.3227588   0.33118123],[28.979422],[-0.9912578   0.17465581],[33.830437],[-1.1036427   0.19823335],[34.82516],[-1.2799463   0.30313683]
295,2,[33.45797],[-1.2562461   0.28646427],[38.913055],[-1.9675933   0.63923496],[30.62614],[-0.90802836  0.11228363],[33.996437],[-1.0058051   0.05663328],[33.96519],[-0.9762949   0.02948739]
295,3,[35.453766],[-1.4483931   0.33351576],[33.664154],[-1.479345    0.37559295],[33.589367],[-1.3474312  0.3958754],[36.444977],[-1.5130339   0.40453064],[35.712784],[-1.4074225   0.33630842]
296,0,[21.113495],[-0.01765707 -0.48290277],[23.495256],[-0.35285676 -0.21422468],[34.698376],[-1.4091706   0.29045463],[29.064962],[-0.8548093   0.08119465],[27.634266],[-0.6490389 -0.0338469]
296,1,[34.84058],[-1.3706913   0.44343567],[40.53322],[-2.0002952   0.75885326],[39.655067],[-1.6867977   0.33049798],[35.874203],[-1.4420657   0.32881624],[34.2456],[-1.2106855  0.1733718]
296,2,[27.741623],[-0.7015735  -0.05500054],[26.044233],[-0.4271704  -0.14561236],[41.102528],[-2.2778919   0.95200735],[33.789726],[-0.9140452  -0.07592337],[33.242966],[-0.8328836  -0.11486749]
296,3,[33.64295],[-0.9832412  0.2258236],[33.451702],[-1.1783689   0.34676522],[36.577465],[-1.5357568  0.5291628],[35.03624],[-1.10398     0.14605935],[37.179657],[-1.376992    0.24546756]
297,0,[39.490868],[-2.05747    0.8238462],[39.569138],[-2.2174814  0.8819513],[40.4346],[-2.2576404  0.9133498],[41.12574],[-1.8521324   0.47589272],[40.220867],[-1.751375   0.4421131]
297,1,[22.414246],[ 0.00577223 -0.46297377],[25.555298],[-0.4309644  -0.11993065],[35.26803],[-1.4947644   0.38037717],[34.302563],[-1.3363744   0.23510905],[37.082436],[-1.4947963   0.33800787]
297,2,[35.244717],[-1.5714713  0.6448467],[34.381184],[-1.4795934  0.5566843],[35.98058],[-1.7016747  0.627809 ],[35.757805],[-1.4912639  0.5271418],[35.654594],[-1.4407059   0.50440025]
297,3,[43.53116],[-2.2808058  0.9149166],[37.873688],[-1.7797805  0.6586185],[33.398224],[-1.2758236   0.34972817],[42.47836],[-1.9115351  0.6422593],[42.844826],[-1.9314624  0.6184882]
298,0,[39.133224],[-2.0853698   0.84029406],[38.18403],[-2.0411432  0.8827302],[36.96855],[-1.8798488  0.6864319],[32.325027],[-0.6486403  -0.19096485],[32.625755],[-0.745465   -0.16730075]
298,1,[33.322777],[-1.148972    0.24189998],[34.547527],[-1.4259971   0.34465194],[34.740284],[-1.3877059  0.3211184],[36.688805],[-1.3007923   0.18522532],[35.502815],[-1.2492896   0.20821993]
298,2,[34.940666],[-1.5581367   0.46116424],[34.715996],[-1.63061    0.5077068],[28.523766],[-0.95957196  0.1062976 ],[37.054474],[-1.5130348   0.33294177],[38.18561],[-1.6057317  0.4124087]
298,3,[34.08004],[-1.1518812   0.15016545],[34.152573],[-1.3444334   0.24511565],[34.963684],[-1.4145314  0.3548773],[40.165802],[-1.6539202   0.32768106],[36.56612],[-1.3574759   0.26798368]
299,0,[32.357544],[-1.6127363  0.4347598],[33.70462],[-1.8359812  0.5154196],[36.897366],[-1.717285    0.44792575],[35.08102],[-1.2772703   0.23061486],[35.174255],[-1.2363485   0.17365362]
299,1,[39.229218],[-1.7698609   0.56037784],[44.730316],[-2.339992    0.81612283],[32.746956],[-1.2685941   0.30109537],[40.37017],[-1.6540227   0.39807057],[37.255295],[-1.3146586   0.19772436]
299,2,[30.3667],[-0.7015686  -0.04559463],[29.232079],[-0.73185277 -0.03000711],[39.44014],[-1.725315    0.63487333],[35.274227],[-1.2971995  0.1896246],[35.324493],[-1.3342687   0.24745284]
299,3,[64.58516],[-3.9697342  1.3506273],[58.900604],[-3.5806646  1.3190231],[38.392326],[-1.8407408  0.5509674],[69.595314],[-4.32299    1.3974082],[67.82927],[-4.1805544  1.29795  ]
300,0,[83.35268],[-5.600858   1.7287318],[76.63502],[-4.8403597  1.5472951],[42.229248],[-2.0736983   0.60517114],[69.85166],[-4.31761    1.2737266],[70.39808],[-4.2955136  1.2082976]
300,1,[37.39014],[-1.7062882   0.40527475],[38.481853],[-1.9593326   0.62077934],[35.32094],[-1.6799324   0.54000825],[37.447758],[-1.6415209   0.48858207],[36.689163],[-1.5754794   0.45002615]
300,2,[26.722725],[-0.49361378 -0.16513437],[27.79493],[-0.80290437 -0.05430373],[34.632862],[-1.4080034  0.3532436],[30.051907],[-0.8756987  0.0433047],[29.575804],[-0.81288517 -0.00431459]
300,3,[30.323004],[-0.874791   -0.03339164],[28.046274],[-0.7921131  -0.14286998],[36.033646],[-1.3846699   0.20469578],[34.569622],[-1.1049794   0.20155008],[35.38244],[-1.2807364   0.27943677]
301,0,[33.55011],[-1.4584293   0.30063438],[28.43481],[-0.9776089   0.12104015],[29.548553],[-0.86888945  0.18054704],[36.497448],[-1.3338107   0.16646181],[36.89281],[-1.3338853   0.17334367]
301,1,[33.969147],[-1.5128652  0.4715461],[34.16275],[-1.5974771   0.50800365],[34.028442],[-1.4227382   0.38899255],[35.837517],[-1.3751595  0.3082999],[35.44896],[-1.3191631   0.29519236]
301,2,[29.529621],[-0.96230245  0.19432239],[28.831005],[-0.92595685  0.11159901],[33.371773],[-1.5478699   0.51555276],[38.26362],[-1.7001661  0.5662947],[38.13389],[-1.7174811  0.5634587]
301,3,[35.106556],[-1.6513915  0.4641266],[31.451454],[-1.4503195   0.29769158],[32.259872],[-1.2400227   0.23166414],[38.008244],[-1.6261419   0.50010604],[36.152443],[-1.4870957  0.4556058]
302,0,[35.01038],[-1.6809733   0.55383795],[36.717518],[-1.8973509   0.68751985],[41.017548],[-2.2188861   0.87075585],[37.72952],[-1.352204   0.1630217],[36.188637],[-1.1455634   0.02240515]
302,1,[32.71686],[-1.1790606   0.09818025],[28.046345],[-0.7268027  -0.02502267],[38.333065],[-1.5762666   0.14229195],[36.297127],[-1.4866815  0.3617829],[40.34539],[-1.7694825   0.42142755]
302,2,[34.231377],[-1.3626759   0.28643328],[34.348686],[-1.5160066   0.39500624],[39.87229],[-2.1059246  0.7455056],[32.941566],[-1.1722703   0.18333904],[32.823284],[-1.1889571  0.1561038]
302,3,[27.952953],[-0.84472096 -0.0344408 ],[27.221943],[-0.77036786  0.04391867],[36.1348],[-1.7245454   0.56415963],[35.274986],[-1.1960151  0.1891235],[34.966988],[-1.1820163   0.19280462]
303,0,[37.568867],[-1.8834072   0.64639276],[33.218307],[-1.63073     0.47448367],[39.93867],[-1.8954293   0.57374173],[36.107166],[-1.5128073   0.44583178],[38.559135],[-1.7145137  0.5239326]
